Language_Code,Language_Name,ISO_Code,Language_Script,sentences,LLaMA 2_Token_Count,LLaMA 3_Token_Count,Aya_Token_Count,GPT-4o_Token_Count,Gemma-2b_Token_Count,LLaMA 2_Token_Count_Per_Sentence,LLaMA 3_Token_Count_Per_Sentence,Aya_Token_Count_Per_Sentence,GPT-4o_Token_Count_Per_Sentence,Gemma-2b_Token_Count_Per_Sentence
sag_Latn,Sango,sag,Latn,1012.0,61750.0,55953.0,53589.0,48985.0,51680.0,61.01778656126482,55.2895256916996,52.95355731225296,48.40415019762846,51.06719367588933
san_Deva,Sanskrit,san,Deva,1012.0,141714.0,71698.0,96154.0,56149.0,49106.0,140.03359683794466,70.84782608695652,95.01383399209486,55.48320158102767,48.523715415019765
sat_Olck,Santali,sat,Olck,1012.0,369855.0,347211.0,343644.0,369133.0,143401.0,365.4693675889328,343.09387351778656,339.5691699604743,364.75592885375494,141.7005928853755
scn_Latn,Sicilian,scn,Latn,1012.0,57445.0,53795.0,49804.0,48732.0,49841.0,56.76383399209486,53.15711462450593,49.21343873517787,48.15415019762846,49.25
shn_Mymr,Shan,shn,Mymr,1012.0,368511.0,402930.0,343366.0,213113.0,140322.0,364.14130434782606,398.1521739130435,339.29446640316206,210.58596837944663,138.6581027667984
sin_Sinh,Sinhala,sin,Sinh,1012.0,241858.0,234507.0,214318.0,72434.0,63079.0,238.9901185770751,231.72628458498025,211.77667984189722,71.57509881422925,62.33102766798419
slk_Latn,Slovak,slk,Latn,1012.0,57668.0,50105.0,46552.0,45086.0,44846.0,56.984189723320156,49.51086956521739,46.0,44.551383399209485,44.31422924901186
slv_Latn,Slovenian,slv,Latn,1012.0,52946.0,48845.0,46817.0,40620.0,43555.0,52.31818181818182,48.265810276679844,46.26185770750988,40.13833992094862,43.03853754940712
smo_Latn,Samoan,smo,Latn,1012.0,67225.0,61014.0,59779.0,51730.0,58983.0,66.42786561264822,60.290513833992094,59.0701581027668,51.116600790513836,58.283596837944664
sna_Latn,Shona,sna,Latn,1012.0,63628.0,56449.0,53760.0,45704.0,51809.0,62.873517786561266,55.7796442687747,53.12252964426877,45.16205533596838,51.194664031620555
snd_Arab,Sindhi,snd,Arab,1012.0,130794.0,77703.0,77540.0,45962.0,55929.0,129.24308300395256,76.78162055335969,76.6205533596838,45.41699604743083,55.265810276679844
som_Latn,Somali,som,Latn,1012.0,68217.0,59439.0,57149.0,46331.0,53387.0,67.40810276679842,58.734189723320156,56.47134387351779,45.78162055335969,52.75395256916996
sot_Latn,Southern Sotho,sot,Latn,1012.0,65776.0,59539.0,58120.0,49344.0,55579.0,64.99604743083005,58.83300395256917,57.430830039525695,48.758893280632414,54.9199604743083
spa_Latn,Spanish,spa,Latn,1012.0,46401.0,41888.0,34877.0,35416.0,36180.0,45.85079051383399,41.391304347826086,34.46343873517787,34.99604743083004,35.75098814229249
als_Latn,Tosk Albanian,als,Latn,1012.0,71444.0,60403.0,62728.0,49215.0,53901.0,70.59683794466403,59.68675889328063,61.984189723320156,48.63142292490119,53.26185770750988
srd_Latn,Sardinian,srd,Latn,1012.0,57713.0,53304.0,49743.0,47972.0,49932.0,57.02865612648221,52.67193675889328,49.15316205533597,47.40316205533597,49.3399209486166
srp_Cyrl,Serbian,srp,Cyrl,1012.0,55027.0,59339.0,55326.0,47847.0,47947.0,54.37450592885376,58.63537549407115,54.6699604743083,47.2796442687747,47.37845849802372
ssw_Latn,Swati,ssw,Latn,1012.0,64440.0,58294.0,55017.0,48561.0,53633.0,63.67588932806324,57.60276679841897,54.36462450592885,47.98517786561265,52.99703557312253
sun_Latn,Sundanese,sun,Latn,1012.0,55919.0,48984.0,43339.0,37246.0,41779.0,55.25592885375494,48.40316205533597,42.82509881422925,36.80434782608695,41.283596837944664
swe_Latn,Swedish,swe,Latn,1012.0,46047.0,42635.0,43944.0,36305.0,38316.0,45.50098814229249,42.1294466403162,43.42292490118577,35.87450592885376,37.86166007905138
swh_Latn,Swahili,swh,Latn,1012.0,58993.0,52473.0,49928.0,39933.0,45448.0,58.29347826086956,51.85079051383399,49.33596837944664,39.459486166007906,44.90909090909091
szl_Latn,Silesian,szl,Latn,1012.0,61962.0,57809.0,50345.0,52785.0,52164.0,61.22727272727273,57.123517786561266,49.74802371541502,52.15909090909091,51.54545454545455
tam_Taml,Tamil,tam,Taml,1012.0,182500.0,207779.0,173641.0,53207.0,40843.0,180.33596837944663,205.31521739130434,171.5820158102767,52.57608695652174,40.358695652173914
tat_Cyrl,Tatar,tat,Cyrl,1012.0,79924.0,84554.0,68598.0,46985.0,55167.0,78.97628458498023,83.55138339920948,67.78458498023716,46.42786561264822,54.512845849802375
tel_Telu,Telugu,tel,Telu,1012.0,332003.0,225291.0,216546.0,51869.0,49177.0,328.0662055335968,222.6195652173913,213.97826086956522,51.25395256916996,48.59387351778656
tgk_Cyrl,Tajik,tgk,Cyrl,1012.0,85361.0,79730.0,73808.0,50867.0,63246.0,84.34881422924902,78.78458498023716,72.93280632411067,50.26383399209486,62.49604743083004
tgl_Latn,Tagalog,tgl,Latn,1012.0,63520.0,55346.0,54381.0,45548.0,50564.0,62.76679841897233,54.6897233201581,53.73616600790514,45.00790513833992,49.96442687747036
tha_Thai,Thai,tha,Thai,1012.0,135614.0,60229.0,127296.0,53488.0,44659.0,134.00592885375494,59.51482213438735,125.78656126482214,52.85375494071146,44.1294466403162
tir_Ethi,Tigrinya,tir,Ethi,1012.0,232247.0,212243.0,175710.0,161327.0,68145.0,229.49308300395256,209.72628458498025,173.62648221343875,159.41403162055337,67.33695652173913
taq_Latn,Tamasheq (Latin script),taq,Latn,1012.0,261481.0,274451.0,233961.0,274429.0,141412.0,258.3804347826087,271.19664031620556,231.18675889328063,271.17490118577075,139.73517786561266
taq_Tfng,Tamasheq (Tifinagh script),taq,Tfng,1012.0,261481.0,274451.0,233961.0,274429.0,141412.0,258.3804347826087,271.19664031620556,231.18675889328063,271.17490118577075,139.73517786561266
tpi_Latn,Tok Pisin,tpi,Latn,1012.0,62083.0,55228.0,53845.0,48171.0,53066.0,61.34683794466403,54.573122529644266,53.20652173913044,47.5998023715415,52.43675889328063
tsn_Latn,Tswana,tsn,Latn,1012.0,66672.0,61386.0,59560.0,51302.0,57621.0,65.88142292490119,60.65810276679842,58.85375494071146,50.69367588932806,56.937747035573125
tso_Latn,Tsonga,tso,Latn,1012.0,68572.0,60825.0,59214.0,46869.0,57660.0,67.7588932806324,60.10375494071146,58.51185770750988,46.31324110671937,56.976284584980235
tuk_Latn,Turkmen,tuk,Latn,1012.0,70427.0,58278.0,56926.0,44822.0,56856.0,69.59189723320158,57.58695652173913,56.25098814229249,44.290513833992094,56.18181818181818
tum_Latn,Tumbuka,tum,Latn,1012.0,78044.0,69505.0,65840.0,56623.0,63298.0,77.11857707509881,68.68083003952569,65.0592885375494,55.951581027667984,62.547430830039524
tur_Latn,Turkish,tur,Latn,1012.0,66314.0,38117.0,33855.0,38462.0,38172.0,65.52766798418972,37.66501976284585,33.45355731225296,38.00592885375494,37.719367588932805
twi_Latn,Twi,twi,Latn,1012.0,63597.0,67775.0,58406.0,49902.0,53765.0,62.84288537549407,66.97134387351778,57.71343873517787,49.3102766798419,53.12747035573123
tzm_Tfng,Central Atlas Tamazight,tzm,Tfng,1012.0,276219.0,272706.0,229831.0,272701.0,121891.0,272.94367588932806,269.47233201581025,227.10573122529644,269.4673913043478,120.44565217391305
uig_Arab,Uyghur,uig,Arab,1012.0,151943.0,119349.0,114136.0,67678.0,79433.0,150.1413043478261,117.93379446640316,112.78260869565217,66.87549407114625,78.4911067193676
ukr_Cyrl,Ukrainian,ukr,Cyrl,1012.0,54784.0,44663.0,38394.0,47006.0,44671.0,54.134387351778656,44.133399209486164,37.93873517786561,46.448616600790515,44.141304347826086
umb_Latn,Umbundu,umb,Latn,1012.0,60348.0,54032.0,52386.0,48077.0,52058.0,59.63241106719368,53.391304347826086,51.76482213438735,47.50691699604743,51.440711462450594
urd_Arab,Urdu,urd,Arab,1012.0,135358.0,84486.0,84826.0,44423.0,42177.0,133.75296442687747,83.48418972332016,83.8201581027668,43.89624505928854,41.676877470355734
uzn_Latn,Northern Uzbek,uzn,Latn,1012.0,64538.0,57612.0,56285.0,47713.0,52717.0,63.77272727272727,56.92885375494071,55.61758893280632,47.14723320158103,52.09189723320158
vec_Latn,Venetian,vec,Latn,1012.0,49954.0,46152.0,41894.0,41821.0,42994.0,49.36166007905138,45.60474308300395,41.39723320158103,41.32509881422925,42.484189723320156
vie_Latn,Vietnamese,vie,Latn,1012.0,91692.0,37815.0,36773.0,40035.0,38202.0,90.60474308300395,37.366600790513836,36.33695652173913,39.5602766798419,37.74901185770751
war_Latn,Waray,war,Latn,1012.0,64076.0,52556.0,55582.0,46230.0,49496.0,63.316205533596836,51.93280632411067,54.92292490118577,45.68181818181818,48.90909090909091
wol_Latn,Wolof,wol,Latn,1012.0,57571.0,51632.0,49969.0,46558.0,49127.0,56.88833992094862,51.019762845849804,49.376482213438734,46.00592885375494,48.544466403162055
xho_Latn,Xhosa,xho,Latn,1012.0,62187.0,55330.0,53336.0,44012.0,52219.0,61.44960474308301,54.67391304347826,52.70355731225296,43.4901185770751,51.5998023715415
ydd_Hebr,Eastern Yiddish,ydd,Hebr,1012.0,142184.0,150529.0,76215.0,54396.0,72720.0,140.49802371541503,148.74407114624506,75.31126482213439,53.75098814229249,71.85770750988142
yor_Latn,Yoruba,yor,Latn,1012.0,84903.0,73951.0,70779.0,58240.0,66246.0,83.89624505928853,73.07411067193677,69.93972332015811,57.54940711462451,65.46047430830039
yue_Hant,Yue Chinese,yue,Hant,1012.0,65734.0,35713.0,28499.0,37114.0,30466.0,64.95454545454545,35.2895256916996,28.16106719367589,36.67391304347826,30.104743083003953
zho_Hans,Chinese (Simplified),zho,Hans,1012.0,67342.0,36683.0,29522.0,38120.0,31473.0,66.54347826086956,36.24802371541502,29.17193675889328,37.66798418972332,31.099802371541504
zho_Hant,Chinese (Traditional),zho,Hant,1012.0,67342.0,36683.0,29522.0,38120.0,31473.0,66.54347826086956,36.24802371541502,29.17193675889328,37.66798418972332,31.099802371541504
zsm_Latn,Standard Malay,zsm,Latn,1012.0,57843.0,43683.0,33232.0,34967.0,33980.0,57.15711462450593,43.16501976284585,32.83794466403162,34.55237154150198,33.57707509881423
zul_Latn,Zulu,zul,Latn,1012.0,66585.0,59422.0,56436.0,46245.0,54571.0,65.79545454545455,58.71739130434783,55.76679841897233,45.69664031620553,53.92391304347826
